"","spc.season","Harbour","meanQuantitycopies","LOD","LOQ","eDNA_eval_mean","eDNA_col_eval_mean","spc","season","Genus","species","dk_comnm","Harbour.Saeson.EuroFinsExtrSmpleno","Coll_date","volfilt_mL","declat","declon","EuroFinsampleno","gen_specnm.Wellname.season.no1","freq_NoCt","freq_belowLOD","freq_AbLOD_BeLOQ","freq_aboveLOQ","freq_repl_eval","eDNA_eval_p_repl_col","eDNA_eval_p_repl_descr","AssayIDcode","AssayIDNo","spc.Harbour","conv_rec_val","col.f.conv_rec_val","valid_comb_score","valid_hexcol","valid_score","categ_valid","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L","no_for_log.10_eDNAlvls","col_log.10_eDNAlvls","col.f.green.hexcol.ab.LOQ","eDNA_eval_t_repl_col"
"244","Bonnemaisonia_hamifera.foraar","Gedser",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Bonnemaisonia_hamifera.smpl07.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Gedser",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"284","Bonnemaisonia_hamifera.foraar","Grenaa",0.00285766666666667,5,5,"belowLOD","yellow","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Bonnemaisonia_hamifera.smpl08.foraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID01","01","Bonnemaisonia_hamifera.Grenaa",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.000181851515151515,0.181851515151515,1.18185151515152,0.0725629163074089,2,0,"0","yellow"
"324","Bonnemaisonia_hamifera.foraar","Helsingoer",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Bonnemaisonia_hamifera.smpl09.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Helsingoer",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"364","Bonnemaisonia_hamifera.foraar","Hirtshals",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Bonnemaisonia_hamifera.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Hirtshals",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"404","Bonnemaisonia_hamifera.foraar","Kalundborg",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Bonnemaisonia_hamifera.smpl11.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Kalundborg",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"444","Bonnemaisonia_hamifera.foraar","KalundborgStatiolHavn",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Bonnemaisonia_hamifera.smpl15.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.KalundborgStatiolHavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"484","Bonnemaisonia_hamifera.foraar","Koebenhavn",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Bonnemaisonia_hamifera.smpl12.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Koebenhavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"524","Bonnemaisonia_hamifera.foraar","Koege",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Bonnemaisonia_hamifera.smpl16.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Koege",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"564","Bonnemaisonia_hamifera.foraar","Odense",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Bonnemaisonia_hamifera.smpl13.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Odense",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"604","Bonnemaisonia_hamifera.foraar","Roedby",0,5,5,"NoCt","white","Bonnemaisonia_hamifera","foraar","Bonnemaisonia","hamifera","roedtotalge","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Bonnemaisonia_hamifera.smpl14.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID01","01","Bonnemaisonia_hamifera.Roedby",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"5","Carassius_auratus.efteraar","AalborgHavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Carassius_auratus.smpl04.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"45","Carassius_auratus.efteraar","Aalborgportland",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Carassius_auratus.smpl03.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Aalborgportland",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"85","Carassius_auratus.efteraar","Aarhus",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Carassius_auratus.smpl02.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"125","Carassius_auratus.efteraar","Esbjerg",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Carassius_auratus.smpl01.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"165","Carassius_auratus.efteraar","Fredericia",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Carassius_auratus.smpl05.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"205","Carassius_auratus.efteraar","Frederikshavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Carassius_auratus.smpl06.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"245","Carassius_auratus.efteraar","Gedser",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Carassius_auratus.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"285","Carassius_auratus.efteraar","Grenaa",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Carassius_auratus.smpl08.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"325","Carassius_auratus.efteraar","Helsingoer",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Carassius_auratus.smpl09.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"365","Carassius_auratus.efteraar","Hirtshals",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Carassius_auratus.smpl10.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"405","Carassius_auratus.efteraar","Kalundborg",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Carassius_auratus.smpl11.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Kalundborg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"445","Carassius_auratus.efteraar","KalundborgStatiolHavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Carassius_auratus.smpl15.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.KalundborgStatiolHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"485","Carassius_auratus.efteraar","Koebenhavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Carassius_auratus.smpl12.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Koebenhavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"525","Carassius_auratus.efteraar","Koege",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Carassius_auratus.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"565","Carassius_auratus.efteraar","Odense",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Carassius_auratus.smpl13.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"605","Carassius_auratus.efteraar","Roedby",0,50000,5e+05,"NoCt","white","Carassius_auratus","efteraar","Carassius","auratus","soelvkarusse","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Carassius_auratus.smpl14.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"6","Carassius_auratus.foraar","AalborgHavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","AalborgHavn.foraar.1","2017.jun.29",1000,57.0514,9.9319,"smpl04","Carassius_auratus.smpl04.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"46","Carassius_auratus.foraar","Aalborgportland",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Aalborgportland.foraar.1","2017.jun.30",1000,57.0514,9.9319,"smpl03","Carassius_auratus.smpl03.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Aalborgportland",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"86","Carassius_auratus.foraar","Aarhus",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Aarhus.foraar.1","2017.jul.05",2400,56.1597,10.2301,"smpl02","Carassius_auratus.smpl02.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"126","Carassius_auratus.foraar","Esbjerg",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Esbjerg.foraar.1","2017.jun.27",1000,55.4578,8.442,"smpl01","Carassius_auratus.smpl01.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"166","Carassius_auratus.foraar","Fredericia",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Fredericia.foraar.1","2017.jul.05",1600,55.5579,9.7489,"smpl05","Carassius_auratus.smpl05.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"206","Carassius_auratus.foraar","Frederikshavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Frederikshavn.foraar.1","2017.jun.28",1000,57.4421,10.5622,"smpl06","Carassius_auratus.smpl06.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"246","Carassius_auratus.foraar","Gedser",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Carassius_auratus.smpl07.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"286","Carassius_auratus.foraar","Grenaa",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Carassius_auratus.smpl08.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"326","Carassius_auratus.foraar","Helsingoer",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Carassius_auratus.smpl09.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"366","Carassius_auratus.foraar","Hirtshals",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Carassius_auratus.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"406","Carassius_auratus.foraar","Kalundborg",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Carassius_auratus.smpl11.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Kalundborg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"446","Carassius_auratus.foraar","KalundborgStatiolHavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Carassius_auratus.smpl15.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.KalundborgStatiolHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"486","Carassius_auratus.foraar","Koebenhavn",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Carassius_auratus.smpl12.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Koebenhavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"526","Carassius_auratus.foraar","Koege",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Carassius_auratus.smpl16.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"566","Carassius_auratus.foraar","Odense",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Carassius_auratus.smpl13.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"606","Carassius_auratus.foraar","Roedby",0,50000,5e+05,"NoCt","white","Carassius_auratus","foraar","Carassius","auratus","soelvkarusse","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Carassius_auratus.smpl14.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID06","06","Carassius_auratus.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"7","Colpomenia_peregrine.efteraar","AalborgHavn",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Colpomenia_peregrine.smpl04.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.AalborgHavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"47","Colpomenia_peregrine.efteraar","Aalborgportland",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Colpomenia_peregrine.smpl03.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.Aalborgportland",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"87","Colpomenia_peregrine.efteraar","Aarhus",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Colpomenia_peregrine.smpl02.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"127","Colpomenia_peregrine.efteraar","Esbjerg",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Colpomenia_peregrine.smpl01.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"167","Colpomenia_peregrine.efteraar","Fredericia",0.7901,5,5,"belowLOD","yellow","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Colpomenia_peregrine.smpl05.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID08","08","Colpomenia_peregrine.Fredericia",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.055307,55.307,56.307,1.75056238903248,2,0,"0","yellow"
"207","Colpomenia_peregrine.efteraar","Frederikshavn",0.1699,5,5,"belowLOD","yellow","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Colpomenia_peregrine.smpl06.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID08","08","Colpomenia_peregrine.Frederikshavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.00396433333333333,3.96433333333333,4.96433333333333,0.695860934786207,2,0,"0","yellow"
"247","Colpomenia_peregrine.efteraar","Gedser",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Colpomenia_peregrine.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"287","Colpomenia_peregrine.efteraar","Grenaa",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Colpomenia_peregrine.smpl08.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"327","Colpomenia_peregrine.efteraar","Helsingoer",1.77666666666667,5,5,"belowLOD","yellow","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Colpomenia_peregrine.smpl09.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID08","08","Colpomenia_peregrine.Helsingoer",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.124366666666667,124.366666666667,125.366666666667,2.09818207870274,2,0,"0","yellow"
"367","Colpomenia_peregrine.efteraar","Hirtshals",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Colpomenia_peregrine.smpl10.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"407","Colpomenia_peregrine.efteraar","Kalundborg",0.1416,5,5,"belowLOD","yellow","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Colpomenia_peregrine.smpl11.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID08","08","Colpomenia_peregrine.Kalundborg",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.009912,9.912,10.912,1.0379043573124,2,0,"0","yellow"
"447","Colpomenia_peregrine.efteraar","KalundborgStatiolHavn",53.6466666666667,5,5,"aboveLOQ","black","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Colpomenia_peregrine.smpl15.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID08","08","Colpomenia_peregrine.KalundborgStatiolHavn",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",3.75526666666667,3755.26666666667,3756.26666666667,3.57475641632859,8,5,"#00FF00","black"
"487","Colpomenia_peregrine.efteraar","Koebenhavn",0.161666666666667,5,5,"belowLOD","yellow","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Colpomenia_peregrine.smpl12.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID08","08","Colpomenia_peregrine.Koebenhavn",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.00685858585858586,6.85858585858586,7.85858585858586,0.895344402392139,2,0,"0","yellow"
"527","Colpomenia_peregrine.efteraar","Koege",0,5,5,"NoCt","white","Colpomenia_peregrine","efteraar","Colpomenia","peregrine","oesterstyv","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Colpomenia_peregrine.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID08","08","Colpomenia_peregrine.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
